"period_begin","period_end","period_duration","region_type","region_type_id","table_id","is_seasonally_adjusted","region","city","state","state_code","property_type","property_type_id","median_sale_price","median_sale_price_mom","median_sale_price_yoy","median_list_price","median_list_price_mom","median_list_price_yoy","median_ppsf","median_ppsf_mom","median_ppsf_yoy","median_list_ppsf","median_list_ppsf_mom","median_list_ppsf_yoy","homes_sold","homes_sold_mom","homes_sold_yoy","pending_sales","pending_sales_mom","pending_sales_yoy","new_listings","new_listings_mom","new_listings_yoy","inventory","inventory_mom","inventory_yoy","months_of_supply","months_of_supply_mom","months_of_supply_yoy","median_dom","median_dom_mom","median_dom_yoy","avg_sale_to_list","avg_sale_to_list_mom","avg_sale_to_list_yoy","sold_above_list","sold_above_list_mom","sold_above_list_yoy","price_drops","price_drops_mom","price_drops_yoy","off_market_in_two_weeks","off_market_in_two_weeks_mom","off_market_in_two_weeks_yoy","parent_metro_region","parent_metro_region_metro_code","last_updated"
"10/1/2013","12/31/2013",90,"neighborhood",1,2417,"f","San Diego, CA - Serra Mesa","San Diego","California","CA","Townhouse",13,202500,0.065789474,-0.46,291750,0,NA,216.9879123,0.053441316,-0.145935577,241.949268,0,NA,4,0.333333333,3,1,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,68,-1,-4,0.999586623,0.000137792,0.059736999,0.5,-0.166666667,0.5,NA,NA,NA,0,0,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"11/1/2019","1/31/2020",90,"neighborhood",1,2316,"f","San Diego, CA - Rolando","San Diego","California","CA","Multi-Family (2-4 Unit)",4,733000,0.127692308,NA,750000,0.034625466,NA,458.6190476,0.206892231,NA,429.6256299,-0.004316377,NA,3,0.5,NA,2,NA,NA,3,0,NA,1,-0.5,NA,NA,NA,NA,41,-9.5,NA,0.980286498,-0.016419947,NA,0,-0.5,NA,NA,NA,NA,0.5,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"2/1/2016","4/30/2016",90,"neighborhood",1,557418,"f","San Diego, CA - San Ysdiro North","San Diego","California","CA","Single Family Residential",6,382500,0.092857143,0.071428571,449900,-0.020785722,0.127568922,236.5387614,-0.022081178,-0.01087353,261.7827298,0.022744586,0.134644388,2,1,-0.666666667,1,NA,0,3,0.5,0,2,0,1,NA,NA,NA,30,-16,1,0.962280983,-0.038004813,-0.012334313,0.5,-0.5,0.5,NA,NA,NA,0,NA,0,"San Diego, CA",41740,"9/11/2022 14:46"
"11/1/2019","1/31/2020",90,"neighborhood",1,1416,"f","San Diego, CA - Kensington","San Diego","California","CA","Townhouse",13,556250,-0.008908686,-0.106425703,NA,NA,NA,371.8349431,0.012402147,0.02081759,NA,NA,NA,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.5,61.5,65.5,0.959877325,0.011891719,0.000780326,0,0,0,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"6/1/2021","8/31/2021",90,"neighborhood",1,765984,"f","San Diego, CA - The Hill","San Diego","California","CA","Condo/Co-op",3,620000,0,-0.420560748,659000,0.01540832,NA,656.779661,0,0.309262633,698.0932203,0.01540832,NA,1,0,0,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,7,0,-261,0.955315871,0,-0.017412286,0,0,0,NA,NA,NA,0,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"11/1/2014","1/31/2015",90,"neighborhood",1,116123,"f","San Diego, CA - Southcrest","San Diego","California","CA","Condo/Co-op",3,136000,-0.048951049,NA,NA,NA,NA,151.1111111,-0.048951049,NA,NA,NA,NA,1,-0.5,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,73,32.5,NA,1.007407407,0.003703704,NA,1,0.5,NA,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"7/1/2016","9/30/2016",90,"neighborhood",1,110554,"f","San Diego, CA - Chollas View","San Diego","California","CA","Single Family Residential",6,255000,-0.048507463,-0.216589862,287000,-0.2825,-0.154514656,366.3793103,0.436762167,0.210591981,331.3855315,0.305658994,0.113624856,1,-0.666666667,-0.75,3,2,2,4,3,0,1,0,0,NA,NA,NA,11,-2,-2,1.02,0.10687384,0.031058937,1,0.666666667,0.5,NA,NA,NA,0.333333333,0.333333333,-0.666666667,"San Diego, CA",41740,"9/11/2022 14:46"
"8/1/2018","10/31/2018",90,"neighborhood",1,2807,"f","San Diego, CA - University Heights","San Diego","California","CA","All Residential",-1,785000,-0.012578616,-0.126807564,785000,-0.017521902,0.04736491,605.46875,0.047006238,0.11020154,580.1389997,-0.049085318,0.135627024,21,0.05,0.615384615,4,-0.333333333,0.333333333,21,0,0.75,14,0.75,2.5,NA,NA,NA,12,-2,-15,0.990018668,0.00535796,0.001880326,0.285714286,-0.014285714,0.054945055,NA,NA,NA,0.25,-0.083333333,-0.75,"San Diego, CA",41740,"9/11/2022 14:46"
"1/1/2012","3/31/2012",90,"neighborhood",1,557511,"f","San Diego, CA - Congress","San Diego","California","CA","All Residential",-1,295500,0.307522124,0.182236447,517450,0,1.0698,363.9423077,0.339823009,0.17084488,392.6081731,0,0.339799866,2,1,0,NA,NA,NA,2,0,-0.6,2,0,-0.75,NA,NA,NA,123.5,-18.5,32,0.951096491,0.009429825,-0.032174884,0,0,0,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"1/1/2014","3/31/2014",90,"neighborhood",1,2742,"f","San Diego, CA - Tierrasanta","San Diego","California","CA","Single Family Residential",6,513000,-0.04867872,-0.003883495,623950,0.116437278,0.077633851,307.337034,0.02353441,0.134965896,310.4550874,-0.009197182,0.133620741,22,-0.083333333,-0.266666667,9,0.8,-0.25,32,0.391304348,-0.135135135,20,0.25,0.818181818,NA,NA,NA,30,-9,17,0.974799495,0.005628459,-0.014207802,0.090909091,0.049242424,-0.175757576,NA,NA,NA,0.444444444,-0.155555556,-0.138888889,"San Diego, CA",41740,"9/11/2022 14:46"
"9/1/2013","11/30/2013",90,"neighborhood",1,111842,"f","San Diego, CA - Palm City","San Diego","California","CA","Single Family Residential",6,330000,0,0.269230769,360000,0,0.384615385,220.836143,0,0.17661497,217.5098608,0,0.224370023,3,-0.4,-0.4,NA,NA,NA,3,-0.4,0,3,0,0,NA,NA,NA,28,0,16,0.980640994,-0.013279113,0.003671443,0.333333333,-0.066666667,0.133333333,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"6/1/2013","8/31/2013",90,"neighborhood",1,547183,"f","San Diego, CA - Point Loma Peninsula","San Diego","California","CA","All Residential",-1,666250,-0.020220588,0.20045045,725000,-0.005486968,0.043165468,439.6937787,0.016573636,0.261966474,456.0440684,0.0137361,0.149014257,192,-0.098591549,0.149700599,63,0.06779661,0.4,265,-0.0433213,0.480446927,176,0.093167702,0.24822695,NA,NA,NA,15,0.5,-20,0.988996614,0.001654122,0.010985264,0.322916667,-0.010416667,0.143275948,NA,NA,NA,0.222222222,-0.303201507,-0.244444444,"San Diego, CA",41740,"9/11/2022 14:46"
"9/1/2021","11/30/2021",90,"neighborhood",1,59493,"f","San Diego, CA - Shelter Island","San Diego","California","CA","All Residential",-1,852500,-0.296907216,NA,693000,0,NA,697.7217742,0.040403706,NA,691.2701613,0,NA,4,1,NA,1,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,60,-91,NA,0.98911248,0.021026937,NA,0.25,0.25,NA,NA,NA,NA,1,0,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"2/1/2015","4/30/2015",90,"neighborhood",1,1994,"f","San Diego, CA - Ocean Beach","San Diego","California","CA","Multi-Family (2-4 Unit)",4,729500,0.268695652,-0.186279978,892000,0.116395494,-0.007786429,485.1851852,0.191682911,-0.122476853,569.7463768,-0.056971514,0.011311223,6,0.5,0,2,-0.5,NA,13,-0.071428571,0.181818182,10,-0.230769231,0.666666667,NA,NA,NA,35.5,-6.5,14.5,1.017785022,0.028232486,0.053236266,0.666666667,0.416666667,0.5,NA,NA,NA,0.5,0,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"10/1/2014","12/31/2014",90,"neighborhood",1,871,"f","San Diego, CA - El Cerrito Heights","San Diego","California","CA","Single Family Residential",6,445000,0.032482599,0.286127168,458999,0.099662195,0.196868318,389.9835796,0.181713585,0.212263345,376.7463235,0.110484584,0.090962101,11,0.222222222,0.1,2,0,0,7,-0.416666667,0.166666667,3,-0.4,-0.25,NA,NA,NA,32,-6.5,5,0.98158482,0.020389838,-0.034327904,0.090909091,0.090909091,-0.209090909,NA,NA,NA,0,-0.5,0,"San Diego, CA",41740,"9/11/2022 14:46"
"3/1/2012","5/31/2012",90,"neighborhood",1,2667,"f","San Diego, CA - Swan Canyon","San Diego","California","CA","Townhouse",13,115500,0,NA,82500,0,NA,130.952381,0,NA,106.865285,0,NA,1,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,18,0,NA,1.004347826,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"5/1/2017","7/31/2017",90,"neighborhood",1,1735,"f","San Diego, CA - Mission Hills","San Diego","California","CA","Single Family Residential",6,940000,-0.145454545,-0.274131274,1199000,-0.105223881,0,613.961312,-0.006462606,0.000889448,608.4083705,0.005253571,0.098756545,31,0.068965517,0.631578947,13,0.625,0.857142857,32,-0.219512195,-0.219512195,29,-0.194444444,-0.42,NA,NA,NA,57,39.5,-6,0.969499745,-0.008572073,-0.004353169,0.129032258,-0.043381535,0.076400679,NA,NA,NA,0.230769231,-0.019230769,-0.054945055,"San Diego, CA",41740,"9/11/2022 14:46"
"12/1/2012","2/28/2013",90,"neighborhood",1,115941,"f","San Diego, CA - North Bay Terraces","San Diego","California","CA","All Residential",-1,270000,0.007462687,0.153846154,287450,0.015724382,0.056801471,193.7682571,-0.00355483,0.093051706,218.2592659,0.038491668,0.170331176,23,0.045454545,0,7,-0.416666667,-0.125,26,-0.297297297,0.083333333,19,-0.269230769,-0.269230769,NA,NA,NA,28,13,-14,0.976245965,-0.010408179,-0.010014835,0.347826087,-0.015810277,-0.130434783,NA,NA,NA,0.571428571,0.154761905,0.321428571,"San Diego, CA",41740,"9/11/2022 14:46"
"10/1/2018","12/31/2018",90,"neighborhood",1,2491,"f","San Diego, CA - Sorrento Valley","San Diego","California","CA","Single Family Residential",6,945000,-0.090471607,0.062394604,1042499.5,0.080310363,0.11259285,418.4934237,-0.01288694,-0.000162608,373.2410464,-0.101063957,-0.143850186,7,-0.222222222,0.75,NA,NA,NA,4,-0.333333333,0,3,0,0.5,NA,NA,NA,43,0,4.5,0.973090313,-0.007270694,-0.018535504,0.142857143,0.031746032,0.142857143,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"6/1/2012","8/31/2012",90,"neighborhood",1,193244,"f","San Diego, CA - San Pasqual","San Diego","California","CA","All Residential",-1,699500,0.013768116,1.057352941,717900,-0.079497371,-0.178604119,195.7077159,-0.116478935,0.305828504,227.2003626,0.10880982,0.246724657,5,0.666666667,0.666666667,NA,NA,NA,4,0.333333333,-0.333333333,7,0.166666667,0,NA,NA,NA,44,0,29,0.986239289,0.001706952,-0.023695606,0.4,0.066666667,-0.266666667,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"8/1/2021","10/31/2021",90,"neighborhood",1,58022,"f","San Diego, CA - Torrey Santa Fe","San Diego","California","CA","All Residential",-1,1277500,0,0.019349691,1750000,-0.013806706,0.400560224,548.5186775,0,0.611462589,525.3677574,0.060334225,0.484359728,2,0,-0.5,1,NA,NA,1,-0.5,-0.833333333,NA,NA,NA,NA,NA,NA,19.5,0,9,1.002356832,0,0.009482626,0.5,0,0.25,NA,NA,NA,1,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"4/1/2014","6/30/2014",90,"neighborhood",1,547552,"f","San Diego, CA - Bluffs","San Diego","California","CA","All Residential",-1,697500,0.005405405,0.143442623,683250,-0.012644509,0.140651085,319.2094355,0.027416012,-0.016518367,346.5503604,0.024493313,0.092948068,26,0.444444444,0.238095238,6,-0.25,-0.142857143,26,0,0.181818182,11,1.2,0.375,NA,NA,NA,9,0,3,0.989581727,-0.004096766,-0.037633572,0.346153846,-0.042735043,-0.510989011,NA,NA,NA,0.5,-0.125,-0.214285714,"San Diego, CA",41740,"9/11/2022 14:46"
"9/1/2014","11/30/2014",90,"neighborhood",1,2559,"f","San Diego, CA - South Park","San Diego","California","CA","All Residential",-1,585500,-0.025790349,0.031718062,589000,-0.086821705,0.080733945,492.653414,-0.029149726,0.102066554,420.1725998,-0.032467419,-0.208560998,15,0.071428571,-0.318181818,4,1,-0.2,15,-0.117647059,-0.347826087,15,-0.117647059,0.875,NA,NA,NA,18,-1.5,-2,0.974917956,-0.008108327,-0.009986217,0.2,-0.085714286,-0.027272727,NA,NA,NA,0.25,-0.25,-0.15,"San Diego, CA",41740,"9/11/2022 14:46"
"2/1/2013","4/30/2013",90,"neighborhood",1,557438,"f","San Diego, CA - San Ysidro South","San Diego","California","CA","Single Family Residential",6,355000,0.086457536,0.224137931,365000,0.042857143,0.372696502,192.5925926,-0.081817424,0.19988819,222.2895215,-0.028822884,0.302471134,5,-0.166666667,0.666666667,2,0,-0.5,7,0.166666667,-0.222222222,4,0,-0.5,NA,NA,NA,78,61.5,57,0.984097734,-0.031208866,-0.035902266,0.2,-0.3,-0.133333333,NA,NA,NA,0.5,0.5,-0.25,"San Diego, CA",41740,"9/11/2022 14:46"
"6/1/2020","8/31/2020",90,"neighborhood",1,2392,"f","San Diego, CA - San Ysidro","San Diego","California","CA","All Residential",-1,365000,0.140625,0.351851852,525000,0,0.045816733,362.4627607,-0.002885462,0.100519938,366.6201117,0.055119899,0.095945576,19,0.117647059,-0.269230769,7,0,-0.222222222,25,0.19047619,-0.107142857,7,-0.125,-0.5,NA,NA,NA,9,-3,-13.5,0.99989483,-0.008656571,0.006377048,0.421052632,-0.167182663,0.151821862,NA,NA,NA,0.428571429,-0.428571429,0.095238095,"San Diego, CA",41740,"9/11/2022 14:46"
"3/1/2019","5/31/2019",90,"neighborhood",1,9974,"f","San Diego, CA - La Jolla Farms","San Diego","California","CA","Condo/Co-op",3,840000,-0.138461538,-0.203791469,1159500,0.246774194,-0.199792961,386.3845446,-0.049652239,-0.094607027,472.5506622,0.104650688,-0.029787288,1,-0.5,-0.666666667,NA,NA,NA,4,0.333333333,0.333333333,3,0.5,-0.4,NA,NA,NA,5,-55.5,-172,0.988235294,0.029682501,0.026314517,0,0,0,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"2/1/2013","4/30/2013",90,"neighborhood",1,555641,"f","San Diego, CA - Adams Park","San Diego","California","CA","Single Family Residential",6,450000,0.125,0.323529412,425000,0.036585366,0.245421245,418.1726908,0.00754617,0.117440717,414.6153846,-0.014371952,0.084934427,3,0.5,-0.571428571,1,-0.75,0,7,-0.125,0.166666667,3,0,0.5,NA,NA,NA,6,-2.5,-4,1.002027361,0.058851571,0.025583675,0.666666667,0.166666667,0.380952381,NA,NA,NA,0,-0.25,0,"San Diego, CA",41740,"9/11/2022 14:46"
"9/1/2020","11/30/2020",90,"neighborhood",1,557485,"f","San Diego, CA - South Ocean Beach","San Diego","California","CA","All Residential",-1,855000,-0.011560694,-0.530735456,925000,-0.116945107,0.081871345,793.135436,0.009430679,0.259039466,1159.045726,0.286540755,0.564104722,7,-0.3,2.5,4,0,1,7,-0.416666667,0.166666667,2,-0.666666667,-0.714285714,NA,NA,NA,29,-24.5,-79.5,0.974672099,-0.010827113,0.07082972,0,-0.2,0,NA,NA,NA,0,0,-0.5,"San Diego, CA",41740,"9/11/2022 14:46"
"7/1/2020","9/30/2020",90,"neighborhood",1,2802,"f","San Diego, CA - University City","San Diego","California","CA","Townhouse",13,792500,-0.017967782,0.22488408,719000,-0.056987343,-0.094458438,467.0610667,-0.026368169,-0.059492094,448.6607143,-0.017483604,-0.062555779,18,0.2,-0.25,8,0.142857143,0.6,27,0.125,0.6875,10,-0.166666667,2.333333333,NA,NA,NA,10,0,-15,0.995054375,0.005984896,0.009056587,0.5,0.033333333,0.208333333,NA,NA,NA,0.25,-0.321428571,-0.15,"San Diego, CA",41740,"9/11/2022 14:46"
"3/1/2020","5/31/2020",90,"neighborhood",1,37,"f","San Diego, CA - Allied Gardens","San Diego","California","CA","All Residential",-1,664000,0.023506744,0.0624,649000,-0.001384828,0.015649452,407.4104887,-0.021280185,-0.032723089,440,0.037567084,0.005359661,44,0.157894737,-0.102040816,9,-0.4375,-0.571428571,47,-0.040816327,-0.113207547,16,0.230769231,-0.333333333,NA,NA,NA,13,0.5,-1,0.99894473,0.001029097,0.009980983,0.386363636,-0.061004785,0.080241187,NA,NA,NA,0.444444444,-0.180555556,-0.222222222,"San Diego, CA",41740,"9/11/2022 14:46"
"2/1/2021","4/30/2021",90,"neighborhood",1,557500,"f","San Diego, CA - Kemper Village","San Diego","California","CA","Townhouse",13,612500,0,NA,NA,NA,NA,425.3472222,0,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5,0,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"4/1/2012","6/30/2012",90,"neighborhood",1,110715,"f","San Diego, CA - College West","San Diego","California","CA","Condo/Co-op",3,149000,0.241666667,0.432692308,139900,0,0.165833333,149.9079362,0.027940134,-0.032805527,144.1798942,-0.141786344,-0.041067685,8,0.142857143,1.666666667,2,0,-0.333333333,5,-0.444444444,-0.444444444,3,-0.4,-0.5,NA,NA,NA,23,14,19,1.040474522,0.020408533,0.049752873,0.5,-0.071428571,0.166666667,NA,NA,NA,0,-1,-0.333333333,"San Diego, CA",41740,"9/11/2022 14:46"
"7/1/2020","9/30/2020",90,"neighborhood",1,2807,"f","San Diego, CA - University Heights","San Diego","California","CA","Single Family Residential",6,857500,-0.067934783,-0.031073446,914500,0.075882353,-0.140911226,597.1448468,-0.006273086,0.029592533,678.3562378,0.127578813,0.18430338,11,0.222222222,0.222222222,7,1.333333333,2.5,10,0.111111111,0.25,1,-0.666666667,-0.857142857,NA,NA,NA,30,-17,-3,0.998696347,0.001166942,0.023452616,0.454545455,0.121212121,0.454545455,NA,NA,NA,1,0.666666667,0,"San Diego, CA",41740,"9/11/2022 14:46"
"6/1/2013","8/31/2013",90,"neighborhood",1,547400,"f","San Diego, CA - Point Loma Heights","San Diego","California","CA","Condo/Co-op",3,305000,-0.052795031,0.44549763,322000,-0.009230769,0.21509434,309.4680941,0.004650045,0.331501007,335.6694197,0.053312283,0.328030286,30,0.034482759,-0.0625,14,0.076923077,0.555555556,40,0,0.739130435,15,-0.166666667,0.666666667,NA,NA,NA,11,2,-37,1.008497834,-0.007965081,0.028284695,0.433333333,-0.118390805,0.245833333,NA,NA,NA,0.214285714,-0.554945055,-0.452380952,"San Diego, CA",41740,"9/11/2022 14:46"
"1/1/2018","3/31/2018",90,"neighborhood",1,2370,"f","San Diego, CA - San Carlos","San Diego","California","CA","All Residential",-1,525000,0.167964405,0.194539249,649000,0.063934426,0.185388128,348.0293779,-0.003744629,0.061967218,376.7942584,0.015731116,0.134355315,48,-0.142857143,-0.225806452,20,0.428571429,0.176470588,57,0.163265306,-0.136363636,15,-0.0625,-0.166666667,NA,NA,NA,17,-3,3,0.994481813,0.001086847,0.005835838,0.333333333,0.029761905,0.02688172,NA,NA,NA,0.65,0.078571429,-0.114705882,"San Diego, CA",41740,"9/11/2022 14:46"
"1/1/2019","3/31/2019",90,"neighborhood",1,2111,"f","San Diego, CA - Bankers Hill - Park West","San Diego","California","CA","Single Family Residential",6,2425000,0.955645161,1.395061728,980000,-0.043435822,-0.155099578,587.1670702,0.107100684,-0.047201717,549.9438833,-0.022628172,-0.003914141,1,-0.5,-0.75,NA,NA,NA,7,0.75,-0.222222222,7,1.333333333,-0.363636364,NA,NA,NA,9,-51,-9,0.938104449,0.000311807,-0.027252571,0,0,0,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"12/1/2016","2/28/2017",90,"neighborhood",1,764530,"f","San Diego, CA - Roseville","San Diego","California","CA","Single Family Residential",6,1176500,0.001276596,0.10990566,1600000,0.40969163,0.146953405,537.0511883,-0.027261589,0.147060274,626.6601622,-0.074574564,0.048501398,10,0.428571429,1,1,-0.666666667,-0.666666667,8,0.6,-0.529411765,7,0.4,-0.416666667,NA,NA,NA,106,0,-41,0.978058318,-0.008552029,-0.004465895,0.2,-0.228571429,0,NA,NA,NA,1,1,1,"San Diego, CA",41740,"9/11/2022 14:46"
"1/1/2017","3/31/2017",90,"neighborhood",1,2316,"f","San Diego, CA - Rolando","San Diego","California","CA","All Residential",-1,470000,0.002132196,-0.032921811,529900,0.070505051,0.129850746,336.5384615,0.068149454,-0.076695126,407.223796,0.213098256,-0.014740989,21,0.05,0.05,8,0.142857143,-0.333333333,29,0.705882353,0.16,14,0.4,1.333333333,NA,NA,NA,45,17,14,0.983706866,-0.000481079,0.014644955,0.238095238,-0.061904762,0.088095238,NA,NA,NA,1,0.857142857,0.333333333,"San Diego, CA",41740,"9/11/2022 14:46"
"11/1/2019","1/31/2020",90,"neighborhood",1,2655,"f","San Diego, CA - Sunset Cliffs","San Diego","California","CA","All Residential",-1,1567500,-0.077941176,0.123655914,2495000,0.429799427,0.188378185,715.7534247,-0.032994505,0.314187867,700.9074628,0.059921075,0.059986829,9,0.5,-0.181818182,4,0.333333333,NA,8,0.333333333,-0.2,3,-0.25,-0.7,NA,NA,NA,22,9,-14,0.986059158,-0.012715116,0.029085546,0.222222222,-0.111111111,0.131313131,NA,NA,NA,0.75,0.416666667,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"8/1/2020","10/31/2020",90,"neighborhood",1,761675,"f","San Diego, CA - Bunker Hill-Park West","San Diego","California","CA","All Residential",-1,870000,0.024734982,0.041916168,887000,0.069963812,0.081707317,581.2449475,0.037937406,0.069523612,593.7231271,0.048702534,-0.002317884,43,-0.188679245,-0.085106383,14,0.076923077,0.166666667,46,-0.098039216,-0.163636364,32,-0.085714286,-0.619047619,NA,NA,NA,22,-9.5,-32.5,0.984646012,-0.001265742,0.00168464,0.093023256,-0.095655989,0.007916873,NA,NA,NA,0.285714286,0.054945055,-0.047619048,"San Diego, CA",41740,"9/11/2022 14:46"
"11/1/2016","1/31/2017",90,"neighborhood",1,764532,"f","San Diego, CA - Loma Alta","San Diego","California","CA","All Residential",-1,405000,0.025316456,-0.049853372,379900,-0.044036236,-0.114452214,433.8467858,0.027531861,0.232901911,427.2848576,-0.000446586,0.05295197,8,-0.111111111,1,1,-0.5,-0.5,7,0.166666667,0,3,2,-0.4,NA,NA,NA,48,-10,0.5,0.981648395,0.003181419,-0.009639483,0.125,0.125,0.125,NA,NA,NA,1,1,0.5,"San Diego, CA",41740,"9/11/2022 14:46"
"8/1/2012","10/31/2012",90,"neighborhood",1,63390,"f","San Diego, CA - Del Mar Mesa","San Diego","California","CA","All Residential",-1,875750,0.01418645,-0.027484731,945000,0.028291621,0.051752922,342.4907062,-0.001244798,0.044206703,347.5935829,-0.004765173,0.018634689,56,-0.034482759,0.555555556,17,0.545454545,0.888888889,41,-0.211538462,-0.293103448,34,-0.32,-0.609195402,NA,NA,NA,50,19.5,-0.5,0.964382571,-0.000711369,-0.001330996,0.017857143,-0.016625616,-0.121031746,NA,NA,NA,0.176470588,-0.005347594,-0.045751634,"San Diego, CA",41740,"9/11/2022 14:46"
"2/1/2014","4/30/2014",90,"neighborhood",1,555641,"f","San Diego, CA - Adams Park","San Diego","California","CA","Single Family Residential",6,441500,0.124840764,-0.018888889,462450,-0.06858006,0.088117647,448.7211303,0.01571135,0.073052211,545.7840237,0.234605457,0.316362209,6,0.5,1,2,0,1,4,0,-0.428571429,2,0,-0.333333333,NA,NA,NA,21,-21.5,15,0.987313183,-0.003262646,-0.014714178,0.5,0,-0.166666667,NA,NA,NA,1,0.5,1,"San Diego, CA",41740,"9/11/2022 14:46"
"9/1/2012","11/30/2012",90,"neighborhood",1,119862,"f","San Diego, CA - Hidden Valley","San Diego","California","CA","All Residential",-1,1100000,-0.128712871,0.202185792,1656000,0.038244514,-0.011048074,415.6505483,-0.106414611,0.076603059,636.7292225,0.023557195,-0.003623918,4,0,3,NA,NA,NA,7,0,0.75,11,0.375,1.2,NA,NA,NA,67,0,44,0.870225278,-0.033663937,-0.044775637,0,0,0,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"12/1/2015","2/29/2016",90,"neighborhood",1,110494,"f","San Diego, CA - Webster","San Diego","California","CA","All Residential",-1,389000,0.094233474,0.364912281,367000,-0.021072286,0.223741247,302.1748322,0.058589291,0.638336999,336.1526503,0.018590053,0.297124353,10,0,0.111111111,1,-0.857142857,-0.8,10,-0.230769231,-0.090909091,3,-0.4,-0.4,NA,NA,NA,23,0,2,0.99664333,0.020008502,0.031382149,0.4,0.1,0.066666667,NA,NA,NA,1,0.857142857,0.6,"San Diego, CA",41740,"9/11/2022 14:46"
"4/1/2022","6/30/2022",90,"neighborhood",1,2559,"f","San Diego, CA - South Park","San Diego","California","CA","Condo/Co-op",3,480000,-0.083969466,NA,527500,0.098958333,NA,695.6521739,0.142106646,NA,612.3155074,-0.119796458,NA,1,-0.5,NA,1,0,NA,2,1,NA,NA,NA,NA,NA,NA,NA,7,0,NA,1,-0.068113623,NA,0,-0.5,NA,NA,NA,NA,1,0,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"9/1/2014","11/30/2014",90,"neighborhood",1,109269,"f","San Diego, CA - Stockton","San Diego","California","CA","Single Family Residential",6,3e+05,0.239669421,-0.003322259,319000,-0.00931677,0.215238095,261.0062893,0.050432661,0.026682547,304.1444221,-0.025967414,-0.018071291,7,0.166666667,6,3,2,2,6,0.5,-0.25,1,-0.75,-0.833333333,NA,NA,NA,81,14,38,0.930626289,0.005134763,-0.086609264,0.142857143,-0.023809524,-0.857142857,NA,NA,NA,0.333333333,0.333333333,-0.666666667,"San Diego, CA",41740,"9/11/2022 14:46"
"2/1/2022","4/30/2022",90,"neighborhood",1,116123,"f","San Diego, CA - Southcrest","San Diego","California","CA","All Residential",-1,595000,0.101851852,0.086757991,699999,0,0.120895116,690.4284889,0.166057004,0.812554756,548.245614,0.024373013,0.520154054,4,0.333333333,0,2,-0.5,1,11,0.222222222,0.375,5,0.666666667,1.5,NA,NA,NA,8,-7,-3,1.03650822,0.01572306,0.041862868,0.75,-0.25,0.5,NA,NA,NA,1,0.25,0,"San Diego, CA",41740,"9/11/2022 14:46"
"2/1/2021","4/30/2021",90,"neighborhood",1,63390,"f","San Diego, CA - Del Mar Mesa","San Diego","California","CA","All Residential",-1,1800000,0.028571429,0.10974106,1700000,-0.05027933,5.88e-05,574.4223404,0.043199173,0.226077937,621.3338857,0.05942693,0.289162144,38,0.407407407,0.52,24,0.6,5,55,0.170212766,0.896551724,13,-0.133333333,-0.380952381,NA,NA,NA,8,0,-10,1.043574583,0.001589761,0.060963453,0.763157895,0.022417154,0.483157895,NA,NA,NA,0.833333333,0.166666667,0.583333333,"San Diego, CA",41740,"9/11/2022 14:46"
