"period_begin","period_end","period_duration","region_type","region_type_id","table_id","is_seasonally_adjusted","region","city","state","state_code","property_type","property_type_id","median_sale_price","median_sale_price_mom","median_sale_price_yoy","median_list_price","median_list_price_mom","median_list_price_yoy","median_ppsf","median_ppsf_mom","median_ppsf_yoy","median_list_ppsf","median_list_ppsf_mom","median_list_ppsf_yoy","homes_sold","homes_sold_mom","homes_sold_yoy","pending_sales","pending_sales_mom","pending_sales_yoy","new_listings","new_listings_mom","new_listings_yoy","inventory","inventory_mom","inventory_yoy","months_of_supply","months_of_supply_mom","months_of_supply_yoy","median_dom","median_dom_mom","median_dom_yoy","avg_sale_to_list","avg_sale_to_list_mom","avg_sale_to_list_yoy","sold_above_list","sold_above_list_mom","sold_above_list_yoy","price_drops","price_drops_mom","price_drops_yoy","off_market_in_two_weeks","off_market_in_two_weeks_mom","off_market_in_two_weeks_yoy","parent_metro_region","parent_metro_region_metro_code","last_updated"
"10/1/2012","12/31/2012",90,"neighborhood",1,2742,"f","San Diego, CA - Tierrasanta","San Diego","California","CA","All Residential",-1,4e+05,0.030927835,0.126760563,410000,-0.088888889,0.081794195,239.9082569,0.011976647,0.119571865,257.6889279,0.015710896,0.067801224,63,0,0.8,12,-0.2,0.714285714,45,-0.196428571,0.125,22,-0.290322581,-0.607142857,NA,NA,NA,20.5,0.5,-60.5,0.984270492,-0.003210624,0.018155995,0.238095238,-0.047619048,0.095238095,NA,NA,NA,0.5,-0.1,0.357142857,"San Diego, CA",41740,"9/11/2022 14:46"
"1/1/2017","3/31/2017",90,"neighborhood",1,113106,"f","San Diego, CA - Beach Barber","San Diego","California","CA","Multi-Family (2-4 Unit)",4,1804000,0,-0.028671423,1850000,-0.669642857,0.195090439,NA,NA,NA,1221.122112,0.175895367,0.272187219,1,0,-0.5,NA,NA,NA,1,-0.5,-0.666666667,2,1,-0.333333333,NA,NA,NA,84,0,4,0.925128205,0,-0.017771972,0,0,0,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"7/1/2018","9/30/2018",90,"neighborhood",1,547552,"f","San Diego, CA - Bluffs","San Diego","California","CA","Single Family Residential",6,823250,-0.051008646,0.055448718,785000,-0.036809816,-0.012578616,403.8926309,0.008898787,0.067880658,397.8175081,-0.013717616,-9.41e-05,12,-0.454545455,-0.2,5,1.5,1.5,11,-0.421052632,0.222222222,3,-0.625,0,NA,NA,NA,12,0,0,0.984025193,-0.009348052,-0.020955091,0.25,-0.068181818,-0.216666667,NA,NA,NA,0.2,-0.3,0.2,"San Diego, CA",41740,"9/11/2022 14:46"
"4/1/2017","6/30/2017",90,"neighborhood",1,557418,"f","San Diego, CA - San Ysdiro North","San Diego","California","CA","Condo/Co-op",3,261500,0,NA,262000,-0.011320755,NA,243.4331209,0,NA,244.8670935,-0.069505045,NA,2,0,NA,NA,NA,NA,2,-0.333333333,NA,NA,NA,NA,NA,NA,NA,8,0,NA,1.02683866,0,NA,0.5,0,NA,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"4/1/2022","6/30/2022",90,"neighborhood",1,2802,"f","San Diego, CA - University City","San Diego","California","CA","Townhouse",13,1310000,0.031496063,0.631382316,1199000,0.141904762,0.598666667,736.7444327,-0.001494604,0.326139979,662.7783669,0,0.245457614,11,0,-0.421052632,6,0,0.5,21,0.235294118,0.235294118,7,0.4,0.166666667,NA,NA,NA,11,1,0,1.074299983,-0.040277524,0.055387337,0.727272727,-0.090909091,0.200956938,NA,NA,NA,0.333333333,-0.5,-0.416666667,"San Diego, CA",41740,"9/11/2022 14:46"
"1/1/2012","3/31/2012",90,"neighborhood",1,547551,"f","San Diego, CA - Bernardo Vista del Lago","San Diego","California","CA","Condo/Co-op",3,210000,-0.049773756,-0.142857143,252000,0.145454545,0.050437682,194.2982456,-0.011507675,-0.115256789,238.6363636,0.183320811,0.058823529,5,-0.285714286,-0.166666667,3,2,0.5,5,-0.545454545,-0.545454545,3,-0.571428571,-0.727272727,NA,NA,NA,23,0,-100.5,0.982925319,-0.009169168,0.008249271,0,-0.285714286,-0.333333333,NA,NA,NA,0,0,-0.5,"San Diego, CA",41740,"9/11/2022 14:46"
"6/1/2017","8/31/2017",90,"neighborhood",1,113106,"f","San Diego, CA - Beach Barber","San Diego","California","CA","Single Family Residential",6,1795000,-0.156286722,-0.047745358,2475000,0.178571429,0.460176991,1140.510949,0.021537562,-0.075349686,1016.902859,0.018357656,0.008601611,9,-0.1,0.5,1,-0.5,-0.5,8,-0.111111111,-0.111111111,6,-0.142857143,-0.5,NA,NA,NA,9,-8.5,-17,0.966702606,0.002781643,0.002807996,0.111111111,0.111111111,-0.222222222,NA,NA,NA,0,-0.5,-0.5,"San Diego, CA",41740,"9/11/2022 14:46"
"3/1/2019","5/31/2019",90,"neighborhood",1,2111,"f","San Diego, CA - Bankers Hill - Park West","San Diego","California","CA","Condo/Co-op",3,675260,0.080416,0.154290598,796500,0.075624578,0.069127517,539.1571896,0.025168885,0.006912247,599.5261569,-0.018481418,-0.006854626,36,0.333333333,0.636363636,12,-0.2,1,60,0,0.578947368,56,-0.01754386,0.6,NA,NA,NA,38,-12,24,0.979695381,-0.005251525,-0.01971998,0.111111111,-0.074074074,-0.252525253,NA,NA,NA,0.416666667,0.15,-0.25,"San Diego, CA",41740,"9/11/2022 14:46"
"1/1/2012","3/31/2012",90,"neighborhood",1,2491,"f","San Diego, CA - Sorrento Valley","San Diego","California","CA","All Residential",-1,655500,0.086614173,0.130172414,665000,0.209090909,0.024653313,258.8600324,-0.061603324,-0.137606029,305.3259871,0,0.153450578,6,-0.25,-0.333333333,3,0,-0.25,15,0.666666667,-0.0625,9,0.5,-0.4,NA,NA,NA,23,-16,-76,0.967048275,-2.31e-05,0.003418091,0,0,-0.111111111,NA,NA,NA,0.333333333,-0.333333333,-0.166666667,"San Diego, CA",41740,"9/11/2022 14:46"
"2/1/2013","4/30/2013",90,"neighborhood",1,557418,"f","San Diego, CA - San Ysdiro North","San Diego","California","CA","All Residential",-1,297500,-0.122418879,0.608108108,279900,-0.042913319,0.523265306,182.3658536,-0.014210548,0.470092085,172.4584104,0.03613269,0.442531101,6,0.5,-0.142857143,4,0.333333333,1,9,0.5,0.5,2,0,-0.5,NA,NA,NA,13,-37.5,-8,0.9302093,-0.079071095,-0.108611383,0.333333333,0.083333333,-0.238095238,NA,NA,NA,0.5,-0.5,-0.5,"San Diego, CA",41740,"9/11/2022 14:46"
"7/1/2014","9/30/2014",90,"neighborhood",1,118584,"f","San Diego, CA - Colina del Sol","San Diego","California","CA","All Residential",-1,133500,-0.178461538,-0.066433566,172450,0.08153026,0.169549,217.3644226,-0.09076004,0.48299169,207.2614108,0.036307054,0.212962552,10,-0.166666667,0.111111111,4,1,-0.2,12,0,-0.333333333,11,-0.153846154,-0.083333333,NA,NA,NA,32.5,-1,-2.5,0.959338119,-0.024900972,-0.013791341,0,-0.25,-0.444444444,NA,NA,NA,0.25,-0.75,-0.35,"San Diego, CA",41740,"9/11/2022 14:46"
"2/1/2017","4/30/2017",90,"neighborhood",1,92298,"f","San Diego, CA - Northeastern San Diego","San Diego","California","CA","Multi-Family (2-4 Unit)",4,495050,0,NA,NA,NA,NA,407.0715947,0,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,0,NA,0.99536842,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"5/1/2019","7/31/2019",90,"neighborhood",1,113300,"f","San Diego, CA - Skyline","San Diego","California","CA","Single Family Residential",6,473500,0.010672359,0.008519702,472500,-0.011506276,0.055983909,341.2655913,0,0.122528585,349.8706803,0.000694178,0.209259463,22,-0.153846154,0,9,0.5,0.285714286,32,0.032258065,0.333333333,15,0.071428571,0.363636364,NA,NA,NA,11,0,-11.5,1.006765089,0.007499734,0.023142252,0.590909091,0.129370629,0.136363636,NA,NA,NA,0.666666667,0,0.523809524,"San Diego, CA",41740,"9/11/2022 14:46"
"11/1/2016","1/31/2017",90,"neighborhood",1,112931,"f","San Diego, CA - Upper Hermosa","San Diego","California","CA","All Residential",-1,2275000,0.195795007,0.166666667,3274500,-0.154422208,0.820177877,703.2457496,0.080000744,0.298299845,893.982557,-0.043606826,0.487320619,3,0.5,2,NA,NA,NA,4,0,3,6,0,2,NA,NA,NA,142,34.5,55,0.940074613,0.004538965,0.033097869,0,0,0,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"11/1/2017","1/31/2018",90,"neighborhood",1,112014,"f","San Diego, CA - Grantville","San Diego","California","CA","Condo/Co-op",3,225000,-0.112426036,NA,224900,0,NA,336.8263473,-0.002690709,NA,337.1821672,0,NA,3,0.5,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,10,-4,NA,0.995850007,0.002297317,NA,0.333333333,0.333333333,NA,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"6/1/2019","8/31/2019",90,"neighborhood",1,2667,"f","San Diego, CA - Swan Canyon","San Diego","California","CA","Townhouse",13,310000,0,NA,NA,NA,NA,251.0121457,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,NA,0.94224924,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"7/1/2013","9/30/2013",90,"neighborhood",1,1735,"f","San Diego, CA - Mission Hills","San Diego","California","CA","Townhouse",13,205000,NA,-0.454787234,487000,NA,-0.112932605,370.0361011,NA,0.225202793,345.3406059,NA,-0.096075682,1,NA,-0.5,NA,NA,NA,2,NA,-0.333333333,2,NA,0,NA,NA,NA,7,NA,-9.5,1.051282051,NA,0.06869553,1,NA,0.5,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"11/1/2014","1/31/2015",90,"neighborhood",1,555642,"f","San Diego, CA - Cherokee Park","San Diego","California","CA","Condo/Co-op",3,208000,-0.004784689,0.188571429,275000,0.011215297,0.763951251,293.0100334,-0.079920185,0.029694565,315.7894737,0.027870674,0.128253604,6,-0.142857143,-0.142857143,2,NA,0,5,0.25,-0.285714286,4,0.333333333,0,NA,NA,NA,44,16,35,1.010553901,0.003095002,-0.003851147,0.166666667,0.023809524,-0.404761905,NA,NA,NA,1,NA,1,"San Diego, CA",41740,"9/11/2022 14:46"
"3/1/2021","5/31/2021",90,"neighborhood",1,111107,"f","San Diego, CA - Fairmont Village","San Diego","California","CA","All Residential",-1,542500,0.142105263,0.517482517,702450,0.040666667,0.353468208,476.8884133,-0.19782349,0.011233262,467.8826328,-0.026669871,0.026668177,8,1.666666667,1,2,-0.5,-0.333333333,10,-0.090909091,0.111111111,4,0,-0.428571429,NA,NA,NA,34,-42,15.5,0.997884206,0.007427492,0.02162938,0.125,0.125,0.125,NA,NA,NA,0.5,0,0.5,"San Diego, CA",41740,"9/11/2022 14:46"
"6/1/2015","8/31/2015",90,"neighborhood",1,555641,"f","San Diego, CA - Adams Park","San Diego","California","CA","Townhouse",13,225000,0,-0.124513619,299000,0,NA,493.4210526,0,0.56665984,383.3333333,0,NA,1,0,0,NA,NA,NA,1,0,NA,1,0,0,NA,NA,NA,76,0,-113,1,0,0.04779548,0,0,0,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"3/1/2016","5/31/2016",90,"neighborhood",1,555641,"f","San Diego, CA - Adams Park","San Diego","California","CA","All Residential",-1,440000,0.002277904,0.181208054,340000,-0.34095755,0.002949853,450.0738834,0.003176728,0.139033136,428.1609195,-0.068579732,0.100985222,19,-0.095238095,0.357142857,9,0.5,2,22,0.157894737,-0.083333333,10,0.25,-0.166666667,NA,NA,NA,15,-14,3,0.984302829,0.002886553,0.018440978,0.315789474,0.030075188,0.101503759,NA,NA,NA,0.777777778,0.111111111,0.444444444,"San Diego, CA",41740,"9/11/2022 14:46"
"10/1/2021","12/31/2021",90,"neighborhood",1,2559,"f","San Diego, CA - South Park","San Diego","California","CA","Condo/Co-op",3,550000,0,NA,NA,NA,NA,643.2748538,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,NA,1.000181851,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"3/1/2012","5/31/2012",90,"neighborhood",1,2742,"f","San Diego, CA - Tierrasanta","San Diego","California","CA","All Residential",-1,449000,-0.002222222,0.186261559,422500,0,-0.056919643,252.7556062,0.012453117,0.018638955,257.2956758,0.007527509,-0.023820206,59,0.311111111,-0.016666667,22,0.047619048,0.375,72,-0.1,-0.257731959,43,-0.14,-0.481927711,NA,NA,NA,31,-18,-13.5,0.979055124,0.00536593,-0.000478482,0.169491525,-0.030508475,0.036158192,NA,NA,NA,0.454545455,-0.069264069,-0.045454545,"San Diego, CA",41740,"9/11/2022 14:46"
"9/1/2012","11/30/2012",90,"neighborhood",1,763720,"f","San Diego, CA - Torrey Hills","San Diego","California","CA","Single Family Residential",6,875000,0.023990638,-0.006246451,992000,-0.089072544,0.067814855,326.8599562,-0.03108812,0.002681828,354.631738,0.011988222,0.06720266,53,-0.14516129,0.039215686,18,2,0.5,48,-0.094339623,-0.127272727,31,-0.138888889,-0.474576271,NA,NA,NA,31,0,-19,0.973051693,0.001174826,0.007072724,0.056603774,-0.04017042,-0.061043285,NA,NA,NA,0.388888889,-0.444444444,0.138888889,"San Diego, CA",41740,"9/11/2022 14:46"
"11/1/2015","1/31/2016",90,"neighborhood",1,1416,"f","San Diego, CA - Kensington","San Diego","California","CA","Multi-Family (2-4 Unit)",4,590000,-0.111111111,NA,NA,NA,NA,295,0,NA,NA,NA,NA,1,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,11.5,NA,0.914728682,-0.051256349,NA,0,-0.5,NA,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"5/1/2022","7/31/2022",90,"neighborhood",1,118068,"f","San Diego, CA - Marina","San Diego","California","CA","All Residential",-1,975000,-0.088359046,0.282472871,929900,0.044831461,0.235747508,806.2037259,0.002318414,0.291179432,797.1506106,0.033638625,0.189939165,56,-0.034482759,-0.151515152,11,-0.3125,-0.476190476,65,-0.029850746,-0.166666667,31,0.409090909,-0.340425532,NA,NA,NA,9,-1,-21,1.018094593,0.000388652,0.026483097,0.553571429,0.036330049,0.23538961,NA,NA,NA,0.454545455,-0.107954545,0.121212121,"San Diego, CA",41740,"9/11/2022 14:46"
"11/1/2020","1/31/2021",90,"neighborhood",1,111107,"f","San Diego, CA - Fairmont Village","San Diego","California","CA","Single Family Residential",6,464500,-0.115238095,0.265667575,477000,-0.016494845,-0.038306452,560.1190476,0.136191349,0.16316246,556.6904762,-0.035835052,-0.028350458,4,0,1,NA,NA,NA,2,-0.333333333,-0.5,1,0,-0.8,NA,NA,NA,28.5,5,0.5,0.958221462,-0.033285996,-0.111632113,0.25,0.25,-0.25,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"5/1/2021","7/31/2021",90,"neighborhood",1,1134,"f","San Diego, CA - Grant Hill","San Diego","California","CA","All Residential",-1,680000,-0.028571429,0.147679325,789500,0.059731544,0.183658171,506.6960691,0.042672672,0.118152824,639.6515217,0.037532381,0.357367924,10,-0.090909091,4,1,0,0,6,-0.333333333,2,5,-0.166666667,4,NA,NA,NA,44,18,-1.5,0.997578148,-0.005880031,0.001304446,0.5,0.045454545,0,NA,NA,NA,0,0,-1,"San Diego, CA",41740,"9/11/2022 14:46"
